age,job,marital,education,default,housing,loan,is_telephone_contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
55,housemaid,married,university.degree,no,yes,no,yes,jun,tue,441,3,999,0,nonexistent,no
38,blue-collar,divorced,basic.6y,no,yes,no,yes,jun,wed,60,6,999,0,nonexistent,no
59,admin.,married,university.degree,no,yes,no,yes,jun,wed,47,2,999,0,nonexistent,no
32,self-employed,divorced,professional.course,,yes,no,yes,jun,wed,235,3,999,0,nonexistent,no
58,blue-collar,married,high.school,no,no,no,yes,jun,wed,270,3,999,0,nonexistent,no
32,blue-collar,married,basic.9y,,yes,no,yes,jun,wed,192,5,999,0,nonexistent,no
54,blue-collar,married,high.school,no,yes,yes,yes,jun,wed,26,7,999,0,nonexistent,no
38,unemployed,married,basic.9y,,yes,no,yes,jun,wed,89,3,999,0,nonexistent,no
49,blue-collar,married,basic.4y,,yes,no,yes,jun,wed,61,7,999,0,nonexistent,no
43,services,married,high.school,no,no,no,yes,jun,wed,386,5,999,0,nonexistent,no
36,admin.,divorced,high.school,no,yes,no,yes,jun,wed,54,4,999,0,nonexistent,no
52,admin.,married,university.degree,,yes,no,yes,jun,wed,272,3,999,0,nonexistent,no
43,technician,single,professional.course,no,,,yes,jun,wed,35,3,999,0,nonexistent,no
28,admin.,single,high.school,no,no,no,yes,jun,wed,284,8,999,0,nonexistent,no
46,technician,divorced,professional.course,no,no,no,yes,jun,wed,53,2,999,0,nonexistent,no
42,housemaid,married,,,yes,no,yes,jun,wed,311,5,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,no,yes,yes,jun,wed,245,2,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,yes,yes,jun,wed,151,3,999,0,nonexistent,no
50,services,married,high.school,no,yes,yes,yes,jun,wed,64,6,999,0,nonexistent,no
39,services,single,high.school,no,yes,no,yes,jun,wed,205,3,999,0,nonexistent,no
34,technician,married,university.degree,no,yes,no,yes,jun,wed,250,2,999,0,nonexistent,no
30,management,single,university.degree,no,yes,no,yes,jun,wed,66,1,999,0,nonexistent,no
51,technician,married,high.school,no,no,yes,yes,jun,wed,137,6,999,0,nonexistent,no
43,admin.,married,high.school,,no,no,yes,jun,wed,30,1,999,0,nonexistent,no
26,admin.,single,high.school,no,no,no,yes,jun,wed,72,1,999,0,nonexistent,no
35,admin.,married,university.degree,no,yes,no,yes,jun,wed,284,4,999,0,nonexistent,no
24,entrepreneur,married,university.degree,no,yes,yes,yes,jun,wed,126,4,999,0,nonexistent,no
51,blue-collar,divorced,basic.4y,no,no,no,yes,jun,wed,120,1,999,0,nonexistent,no
31,unemployed,divorced,basic.4y,no,yes,no,yes,jun,wed,48,1,999,0,nonexistent,no
45,entrepreneur,married,university.degree,,no,no,yes,jun,wed,262,9,999,0,nonexistent,no
30,student,single,university.degree,no,yes,no,yes,jun,wed,1062,4,999,0,nonexistent,no
46,unemployed,divorced,basic.9y,no,no,no,yes,jun,wed,283,3,999,0,nonexistent,no
44,admin.,single,high.school,no,no,no,yes,jun,wed,295,1,999,0,nonexistent,no
26,blue-collar,single,,no,yes,yes,yes,jun,wed,203,1,999,0,nonexistent,no
38,blue-collar,married,basic.6y,no,no,no,yes,jun,wed,37,1,999,0,nonexistent,no
30,admin.,married,university.degree,no,no,yes,yes,jun,wed,18,1,999,0,nonexistent,no
33,blue-collar,single,basic.9y,no,yes,no,yes,jun,wed,18,1,999,0,nonexistent,no
31,blue-collar,single,basic.9y,no,no,no,yes,jun,wed,350,7,999,0,nonexistent,no
47,blue-collar,single,basic.4y,,no,no,yes,jun,wed,190,1,999,0,nonexistent,no
57,retired,married,,,yes,no,yes,jun,wed,54,1,999,0,nonexistent,no
36,blue-collar,single,high.school,no,yes,no,yes,jun,wed,835,1,999,0,nonexistent,yes
30,services,married,high.school,no,yes,no,yes,jun,wed,421,2,999,0,nonexistent,no
40,blue-collar,divorced,basic.9y,,,,yes,jun,wed,104,1,999,0,nonexistent,no
32,services,married,professional.course,no,,,yes,jun,wed,164,3,999,0,nonexistent,no
45,entrepreneur,married,,no,no,no,yes,jun,wed,89,5,999,0,nonexistent,no
29,technician,single,high.school,no,no,no,yes,jun,wed,112,3,999,0,nonexistent,no
37,management,married,university.degree,no,yes,no,yes,jun,wed,744,3,999,0,nonexistent,no
45,blue-collar,married,,,no,no,yes,jun,wed,503,11,999,0,nonexistent,no
48,technician,married,professional.course,,yes,no,yes,jun,wed,321,2,999,0,nonexistent,no
35,admin.,divorced,basic.9y,,yes,no,yes,jun,wed,24,10,999,0,nonexistent,no
34,admin.,married,university.degree,no,yes,no,yes,jun,wed,102,4,999,0,nonexistent,no
42,technician,married,basic.6y,no,yes,no,yes,jun,wed,261,3,999,0,nonexistent,no
32,admin.,single,high.school,,no,no,yes,jun,wed,213,5,999,0,nonexistent,no
31,technician,married,professional.course,no,no,no,yes,jun,wed,371,2,999,0,nonexistent,yes
38,admin.,single,university.degree,no,yes,no,yes,jun,wed,190,2,999,0,nonexistent,no
30,blue-collar,married,basic.6y,no,no,no,yes,jun,wed,114,4,999,0,nonexistent,no
54,housemaid,married,basic.4y,,no,no,yes,jun,wed,221,5,999,0,nonexistent,no
38,admin.,single,basic.9y,,yes,no,yes,jun,wed,247,5,999,0,nonexistent,no
25,blue-collar,single,basic.9y,no,no,no,yes,jun,wed,680,2,999,0,nonexistent,no
25,services,single,professional.course,no,no,no,yes,jun,wed,185,4,999,0,nonexistent,no
51,unemployed,divorced,university.degree,,yes,yes,yes,jun,wed,110,2,999,0,nonexistent,no
35,blue-collar,single,basic.4y,,no,no,yes,jun,wed,172,2,999,0,nonexistent,no
28,admin.,single,university.degree,no,no,no,yes,jun,wed,156,3,999,0,nonexistent,no
47,services,married,high.school,no,,,yes,jun,wed,347,4,999,0,nonexistent,no
35,technician,single,professional.course,no,no,no,yes,jun,wed,394,3,999,0,nonexistent,no
51,blue-collar,single,basic.9y,,yes,no,yes,jun,wed,573,2,999,0,nonexistent,no
28,technician,single,university.degree,,no,no,yes,jun,wed,262,2,999,0,nonexistent,no
34,services,married,basic.9y,no,no,no,yes,jun,wed,37,3,999,0,nonexistent,no
27,blue-collar,married,basic.4y,,no,no,yes,jun,wed,72,3,999,0,nonexistent,no
31,services,married,high.school,no,yes,no,yes,jun,wed,417,3,999,0,nonexistent,no
35,technician,married,professional.course,no,no,no,yes,jun,wed,1528,2,999,0,nonexistent,yes
56,management,married,university.degree,no,no,no,yes,jun,wed,154,4,999,0,nonexistent,no
31,services,single,basic.6y,no,no,no,yes,jun,wed,533,3,999,0,nonexistent,no
41,blue-collar,divorced,basic.4y,no,yes,no,yes,jun,wed,122,1,999,0,nonexistent,no
58,blue-collar,married,basic.4y,,yes,no,yes,jun,wed,23,3,999,0,nonexistent,no
38,blue-collar,married,basic.6y,,no,yes,yes,jun,wed,82,1,999,0,nonexistent,no
47,services,married,high.school,,yes,yes,yes,jun,wed,55,1,999,0,nonexistent,no
46,blue-collar,married,basic.4y,,no,no,yes,jun,wed,67,1,999,0,nonexistent,no
56,retired,married,high.school,,no,no,yes,jun,wed,83,1,999,0,nonexistent,no
47,services,married,high.school,,no,no,yes,jun,wed,311,1,999,0,nonexistent,no
33,admin.,single,high.school,no,no,yes,yes,jun,wed,113,1,999,0,nonexistent,no
55,technician,married,professional.course,,yes,no,yes,jun,wed,59,1,999,0,nonexistent,no
47,services,married,high.school,,yes,no,yes,jun,wed,551,1,999,0,nonexistent,no
56,retired,married,high.school,,yes,no,yes,jun,wed,367,1,999,0,nonexistent,no
32,blue-collar,married,high.school,no,no,no,yes,jun,wed,220,1,999,0,nonexistent,no
41,blue-collar,married,basic.6y,no,no,no,yes,jun,wed,15,1,999,0,nonexistent,no
52,self-employed,married,professional.course,,no,yes,yes,jun,wed,56,1,999,0,nonexistent,no
43,blue-collar,married,basic.4y,,yes,no,yes,jun,wed,173,1,999,0,nonexistent,no
29,admin.,married,high.school,no,no,yes,yes,jun,wed,97,8,999,0,nonexistent,no
41,admin.,divorced,high.school,no,yes,no,yes,jun,wed,199,1,999,0,nonexistent,no
23,blue-collar,married,professional.course,,no,no,yes,jun,wed,94,1,999,0,nonexistent,no
51,blue-collar,divorced,,,no,no,yes,jun,wed,15,1,999,0,nonexistent,no
36,services,single,high.school,no,no,no,yes,jun,wed,142,1,999,0,nonexistent,no
51,blue-collar,divorced,,,no,no,yes,jun,wed,220,1,999,0,nonexistent,no
35,technician,married,professional.course,no,no,no,yes,jun,wed,417,1,999,0,nonexistent,no
43,blue-collar,married,basic.6y,no,no,no,yes,jun,wed,192,1,999,0,nonexistent,no
32,services,married,high.school,no,yes,no,yes,jun,wed,443,1,999,0,nonexistent,no
41,services,married,basic.9y,no,yes,no,yes,jun,wed,115,1,999,0,nonexistent,no
43,self-employed,married,university.degree,,yes,yes,yes,jun,wed,1487,1,999,0,nonexistent,no
54,retired,single,basic.4y,,no,no,yes,jun,wed,68,1,999,0,nonexistent,no
25,admin.,single,high.school,no,yes,no,yes,jun,wed,54,3,999,0,nonexistent,no
36,admin.,married,high.school,no,yes,no,yes,jun,wed,159,1,999,0,nonexistent,no
36,admin.,married,high.school,no,yes,no,yes,jun,wed,335,1,999,0,nonexistent,no
42,admin.,divorced,university.degree,no,no,no,yes,jun,wed,104,1,999,0,nonexistent,no
35,entrepreneur,single,professional.course,no,no,no,yes,jun,wed,236,1,999,0,nonexistent,no
50,management,married,university.degree,no,yes,no,yes,jun,wed,300,1,999,0,nonexistent,no
42,admin.,divorced,university.degree,no,yes,no,yes,jun,wed,163,1,999,0,nonexistent,no
32,admin.,married,high.school,no,yes,no,yes,jun,wed,156,1,999,0,nonexistent,no
32,admin.,married,high.school,no,no,no,yes,jun,wed,103,1,999,0,nonexistent,no
51,services,married,high.school,,no,yes,yes,jun,wed,269,1,999,0,nonexistent,no
39,blue-collar,divorced,basic.9y,no,yes,no,yes,jun,wed,187,1,999,0,nonexistent,no
38,blue-collar,married,basic.9y,,yes,no,yes,jun,wed,41,1,999,0,nonexistent,no
43,blue-collar,married,basic.6y,no,yes,no,yes,jun,wed,1540,1,999,0,nonexistent,yes
39,blue-collar,divorced,basic.9y,no,yes,no,yes,jun,wed,310,1,999,0,nonexistent,no
41,services,married,basic.9y,no,yes,no,yes,jun,wed,147,1,999,0,nonexistent,no
34,admin.,single,high.school,no,no,yes,yes,jun,wed,129,1,999,0,nonexistent,no
36,admin.,married,high.school,no,yes,yes,yes,jun,wed,208,1,999,0,nonexistent,no
28,services,single,high.school,no,no,no,yes,jun,wed,124,1,999,0,nonexistent,no
49,housemaid,divorced,basic.4y,no,no,no,yes,jun,wed,67,1,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,no,no,yes,jun,wed,1218,1,999,0,nonexistent,no
25,housemaid,married,basic.4y,no,no,no,yes,jun,wed,362,1,999,0,nonexistent,no
29,management,married,university.degree,no,no,no,yes,jun,wed,973,1,999,0,nonexistent,yes
56,blue-collar,married,basic.4y,,no,no,yes,jun,wed,36,4,999,0,nonexistent,no
54,blue-collar,divorced,basic.4y,,no,yes,yes,jun,wed,138,1,999,0,nonexistent,no
31,admin.,married,high.school,no,yes,no,yes,jun,wed,132,6,999,0,nonexistent,no
34,blue-collar,married,professional.course,,no,no,yes,jun,wed,1009,1,999,0,nonexistent,no
27,technician,married,university.degree,no,yes,yes,yes,jun,wed,55,10,999,0,nonexistent,no
31,admin.,married,high.school,no,yes,no,yes,jun,wed,105,1,999,0,nonexistent,no
51,blue-collar,divorced,,,,,yes,jun,wed,339,2,999,0,nonexistent,no
28,admin.,single,university.degree,no,yes,no,yes,jun,wed,355,1,999,0,nonexistent,no
28,management,single,basic.9y,no,no,no,yes,jun,wed,466,2,999,0,nonexistent,no
26,blue-collar,married,basic.4y,no,no,no,yes,jun,wed,94,1,999,0,nonexistent,no
25,services,married,high.school,no,yes,no,yes,jun,wed,227,1,999,0,nonexistent,no
39,technician,married,professional.course,,yes,yes,yes,jun,wed,65,1,999,0,nonexistent,no
28,blue-collar,married,basic.9y,no,no,no,yes,jun,wed,387,1,999,0,nonexistent,no
33,admin.,married,university.degree,no,yes,no,yes,jun,wed,379,5,999,0,nonexistent,no
39,technician,married,professional.course,,no,no,yes,jun,wed,401,1,999,0,nonexistent,no
55,management,single,basic.4y,no,no,no,yes,jun,wed,205,4,999,0,nonexistent,no
29,management,married,university.degree,no,no,no,yes,jun,wed,332,2,999,0,nonexistent,no
51,management,married,university.degree,,yes,yes,yes,jun,wed,567,1,999,0,nonexistent,no
28,blue-collar,married,basic.9y,no,yes,no,yes,jun,wed,200,1,999,0,nonexistent,no
24,blue-collar,single,basic.4y,no,no,no,yes,jun,wed,537,1,999,0,nonexistent,yes
24,blue-collar,single,basic.4y,no,no,no,yes,jun,wed,476,1,999,0,nonexistent,no
45,blue-collar,divorced,,,yes,no,yes,jun,wed,29,2,999,0,nonexistent,no
20,services,single,high.school,no,yes,no,yes,jun,wed,290,2,999,0,nonexistent,no
34,blue-collar,married,basic.9y,,no,no,yes,jun,wed,74,1,999,0,nonexistent,no
25,blue-collar,married,basic.9y,,no,no,yes,jun,wed,76,1,999,0,nonexistent,no
29,self-employed,married,professional.course,no,no,no,yes,jun,wed,26,1,999,0,nonexistent,no
29,blue-collar,married,basic.9y,no,,,yes,jun,wed,27,1,999,0,nonexistent,no
29,self-employed,married,professional.course,no,no,no,yes,jun,wed,632,1,999,0,nonexistent,no
32,blue-collar,married,basic.6y,no,no,no,yes,jun,wed,316,1,999,0,nonexistent,no
32,blue-collar,married,basic.6y,no,yes,yes,yes,jun,wed,440,1,999,0,nonexistent,no
32,admin.,single,university.degree,no,no,no,yes,jun,wed,52,6,999,0,nonexistent,no
38,blue-collar,single,university.degree,,yes,no,yes,jun,wed,59,2,999,0,nonexistent,no
29,blue-collar,married,,,no,no,yes,jun,wed,243,1,999,0,nonexistent,no
37,technician,single,university.degree,no,no,no,yes,jun,wed,190,3,999,0,nonexistent,no
36,blue-collar,married,basic.9y,no,no,no,yes,jun,wed,81,2,999,0,nonexistent,no
55,management,single,basic.4y,no,yes,no,yes,jun,wed,58,3,999,0,nonexistent,no
29,admin.,single,high.school,no,yes,no,yes,jun,wed,356,2,999,0,nonexistent,no
43,blue-collar,married,basic.4y,,yes,yes,yes,jun,wed,320,3,999,0,nonexistent,no
24,services,single,high.school,no,yes,no,yes,jun,wed,221,1,999,0,nonexistent,no
24,services,single,high.school,no,yes,no,yes,jun,wed,453,1,999,0,nonexistent,no
55,blue-collar,married,basic.4y,,no,no,yes,jun,wed,345,1,999,0,nonexistent,no
38,blue-collar,married,basic.4y,,no,no,yes,jun,wed,146,3,999,0,nonexistent,no
40,admin.,married,university.degree,no,no,no,yes,jun,wed,248,29,999,0,nonexistent,no
41,services,married,basic.9y,no,yes,no,yes,jun,wed,324,2,999,0,nonexistent,no
29,entrepreneur,single,professional.course,no,no,no,yes,jun,wed,609,1,999,0,nonexistent,no
58,management,,university.degree,no,no,no,yes,jun,wed,16,9,999,0,nonexistent,no
28,admin.,married,university.degree,no,no,no,yes,jun,wed,392,1,999,0,nonexistent,no
57,unemployed,married,basic.9y,no,yes,no,yes,jun,wed,422,1,999,0,nonexistent,no
57,housemaid,married,basic.4y,no,no,no,yes,jun,wed,101,1,999,0,nonexistent,no
33,services,married,basic.4y,no,,,yes,jun,wed,577,4,999,0,nonexistent,no
43,blue-collar,married,basic.4y,,no,no,yes,jun,wed,319,2,999,0,nonexistent,no
38,blue-collar,married,professional.course,no,no,no,yes,jun,wed,112,3,999,0,nonexistent,no
56,technician,single,university.degree,no,yes,no,yes,jun,wed,308,1,999,0,nonexistent,no
52,services,single,high.school,no,yes,no,yes,jun,wed,43,1,999,0,nonexistent,no
25,technician,married,professional.course,no,yes,no,yes,jun,wed,149,2,999,0,nonexistent,no
31,housemaid,married,professional.course,no,yes,no,yes,jun,wed,36,1,999,0,nonexistent,no
52,services,single,high.school,no,yes,no,yes,jun,wed,324,1,999,0,nonexistent,no
36,admin.,married,high.school,,yes,no,yes,jun,wed,100,4,999,0,nonexistent,no
32,student,single,university.degree,no,yes,no,yes,jun,wed,209,12,999,0,nonexistent,no
26,technician,single,high.school,no,,,yes,jun,wed,105,1,999,0,nonexistent,no
41,services,married,high.school,no,,,yes,jun,wed,707,1,999,0,nonexistent,yes
31,entrepreneur,divorced,high.school,no,yes,no,yes,jun,wed,119,3,999,0,nonexistent,no
28,management,married,university.degree,no,yes,no,yes,jun,wed,695,1,999,0,nonexistent,yes
32,blue-collar,divorced,basic.9y,no,no,no,yes,jun,wed,13,11,999,0,nonexistent,no
41,technician,single,professional.course,no,yes,no,yes,jun,wed,1255,1,999,0,nonexistent,yes
29,technician,divorced,professional.course,no,yes,no,yes,jun,wed,11,19,999,0,nonexistent,no
39,management,married,basic.9y,no,no,no,yes,jun,wed,255,2,999,0,nonexistent,no
42,management,married,university.degree,no,no,no,yes,jun,wed,50,2,999,0,nonexistent,no
50,unemployed,married,high.school,no,no,no,yes,jun,wed,373,2,999,0,nonexistent,no
34,blue-collar,married,high.school,no,no,no,yes,jun,wed,18,6,999,0,nonexistent,no
32,blue-collar,single,high.school,no,yes,no,yes,jun,wed,108,2,999,0,nonexistent,no
44,entrepreneur,married,professional.course,no,no,yes,yes,jun,wed,307,14,999,0,nonexistent,no
42,retired,married,professional.course,,yes,no,yes,jun,wed,142,17,999,0,nonexistent,no
48,technician,divorced,university.degree,no,yes,no,yes,jun,wed,78,3,999,0,nonexistent,no
41,self-employed,married,basic.9y,no,yes,no,yes,jun,wed,376,7,999,0,nonexistent,no
27,management,single,high.school,no,,,yes,jun,wed,155,2,999,0,nonexistent,no
32,technician,married,professional.course,no,no,no,yes,jun,wed,188,1,999,0,nonexistent,no
55,blue-collar,married,basic.4y,,yes,no,yes,jun,wed,326,1,999,0,nonexistent,no
27,admin.,single,university.degree,no,no,no,yes,jun,wed,443,7,999,0,nonexistent,no
41,admin.,married,university.degree,no,yes,yes,yes,jun,wed,802,3,999,0,nonexistent,no
43,blue-collar,married,basic.4y,,yes,no,yes,jun,wed,64,2,999,0,nonexistent,no
54,unemployed,married,high.school,no,no,no,yes,jun,wed,36,16,999,0,nonexistent,no
52,blue-collar,divorced,high.school,no,no,no,yes,jun,wed,18,5,999,0,nonexistent,no
55,management,single,basic.4y,no,yes,no,yes,jun,wed,89,4,999,0,nonexistent,no
38,blue-collar,married,basic.9y,no,no,no,yes,jun,wed,359,2,999,0,nonexistent,no
42,blue-collar,married,high.school,,no,no,yes,jun,wed,257,2,999,0,nonexistent,no
56,retired,married,basic.4y,no,yes,no,yes,jun,wed,19,30,999,0,nonexistent,no
41,services,married,basic.9y,no,yes,no,yes,jun,wed,404,2,999,0,nonexistent,no
31,services,married,high.school,,yes,yes,yes,jun,wed,146,2,999,0,nonexistent,no
29,blue-collar,married,,,no,no,yes,jun,wed,234,2,999,0,nonexistent,no
40,blue-collar,married,basic.9y,no,no,no,yes,jun,wed,13,14,999,0,nonexistent,no
25,services,single,high.school,no,no,no,yes,jun,wed,297,3,999,0,nonexistent,no
46,entrepreneur,married,university.degree,,,,yes,jun,wed,156,9,999,0,nonexistent,no
53,management,divorced,university.degree,no,,,yes,jun,wed,636,12,999,0,nonexistent,no
42,admin.,married,basic.6y,no,yes,no,yes,jun,wed,300,3,999,0,nonexistent,no
59,retired,married,basic.9y,no,yes,no,yes,jun,wed,2093,1,999,0,nonexistent,yes
24,technician,single,professional.course,no,yes,no,yes,jun,wed,37,2,999,0,nonexistent,no
44,admin.,single,high.school,no,no,no,yes,jun,wed,61,3,999,0,nonexistent,no
43,blue-collar,married,basic.9y,no,no,no,yes,jun,wed,793,3,999,0,nonexistent,no
31,blue-collar,married,basic.9y,no,yes,no,yes,jun,wed,704,4,999,0,nonexistent,yes
28,technician,single,professional.course,no,yes,no,yes,jun,wed,1195,2,999,0,nonexistent,no
33,blue-collar,married,basic.4y,no,yes,no,yes,jun,wed,61,23,999,0,nonexistent,no
47,admin.,married,basic.9y,no,yes,no,yes,jun,wed,96,3,999,0,nonexistent,no
38,management,married,,,no,no,yes,jun,wed,1066,9,999,0,nonexistent,yes
35,admin.,divorced,university.degree,no,yes,no,yes,jun,wed,399,2,999,0,nonexistent,no
47,entrepreneur,married,professional.course,,no,yes,yes,jun,wed,140,3,999,0,nonexistent,no
25,blue-collar,married,basic.9y,no,yes,no,yes,jun,wed,121,2,999,0,nonexistent,no
26,technician,single,professional.course,no,no,no,yes,jun,wed,84,5,999,0,nonexistent,no
39,blue-collar,married,basic.4y,,yes,no,yes,jun,wed,87,4,999,0,nonexistent,no
42,entrepreneur,married,professional.course,no,no,no,yes,jun,wed,108,2,999,0,nonexistent,no
43,management,married,high.school,no,no,no,yes,jun,wed,48,10,999,0,nonexistent,no
