ServiceType,TypedStrings,AcceptString
train,[''],مشهد
train,[''],تبریز
train,[''],مشهد
train,[''],مشهد
train,[''],تهران
train,[''],اصفهان
flight,[''],تهران
flight,[''],اصفهان
bus,['اسفراین'],اسفراین
hotel,['بجنورد'],بجنورد
bus,"['ا', 'ال', 'الی']",الیگودرز
bus,['تهران'],تهران
train,"['', 'جوین']",جوین
train,[''],مشهد
taxi,['تهران'],تهران
train,"['', '', '', 'سمن']",سمنان
taxi,['تهران'],تهران
train,"['', '', '']",تهران
train,"['', 'ا']",اصفهان
hotel,[''],کیش
hotel,['سبزوار'],سبزوار
hotel,['خرم آباد'],خرم آباد
flight,"['', 'ب', 'بن']",بندرعباس
train,"['', 'آز']",آزادور
hotel,['قم'],قم
flight,"['', '']",شهید بهشتی
train,"['', 'م', 'مش', 'مشه', 'مشهد']",مشهد
bus,[''],تهران
train,"['', 'اص']",اصفهان
bus,"['ج', 'جی', 'جیر']",جیرفت
flight,[''],اصفهان
train,"['ب', 'بن', 'بند', 'بندر', 'بندرع', 'بندرعب']",بندرعباس
flight,[''],تهران
train,"['', 'تب', 'تبر', 'تبری']",تبریز
bus,['مشهد'],مشهد
train,[''],شیراز
bus,['مشهد'],مشهد
bus,"['', 'خ', 'خر', 'خرم', 'خرم ']",خرم آباد
bus,['شیراز'],شیراز
train,[''],تهران
bus,[''],تهران
bus,"['', 'شاه', 'شاهین ']",شاهین شهر
bus,[''],مشهد
hotel,['کرمانشاه'],کرمانشاه
bus,[''],تبریز
bus,"['', 'ش', 'شه', 'شهر']",شهریار
bus,['بندرعباس'],بندرعباس
hotel,['بندرعباس'],بندرعباس
flight,[''],اصفهان
flight,"['', ';', ';d', ';da']",کیش
bus,['تهران'],تهران
train,[''],شیراز
hotel,['اراک'],اراک
taxi,['تهران'],تهران
bus,[''],تهران
flight,"['', 'ر', 'رش', 'رشت']",رشت
train,[''],سرخس
train,[''],مشهد
bus,"['ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان', 'اصفهان\u200c', 'اصفهان\u200c ', '', 'ا', 'اص', 'اصفهان', 'اصفهان ', '', 'ن', 'نو', 'نوش']",نوشهر
flight,"['چ', 'چا']",چابهار
bus,[''],نوشهر
hotel,['بهبهان'],بهبهان
flight,[''],اهواز
hotel,['تبریز'],تبریز
flight,"['', 'م', 'مش', 'مشه', 'مشهد']",شهید هاشمی نژاد
bus,[''],اصفهان
bus,[''],کوهدشت
flight,"['', 'ته', 'تهرا', 'تهران']",مهرآباد
flight,[''],کیش
flight,[''],تهران
flight,[''],شهید هاشمی نژاد
bus,"['', '']",کرج
bus,['بوشهر'],بوشهر
hotel,['بوشهر'],بوشهر
bus,"['', 'ش', 'شه', 'شهر']",شهرکرد
flight,"['', 'ته', 'ته ', 'ته ا', 'ته ان', 'ته ا', 'ته ', 'ته']",مهرآباد
train,"['س', 'سم', 'سمن']",سمنان
taxi,"['ر', 'رش', 'رشت']",رشت
taxi,['کرج'],کرج
hotel,['کرج'],کرج
flight,"['', 'ک', 'کر']",کرمان
flight,[''],تهران
taxi,"['', 'ن', 'نو']",نوشهر
bus,[''],ماهشهر
bus,[''],خرم آباد
train,"['خو', 'خواف']",خواف
bus,[''],شیراز
flight,"['i', 'is', 'ist']",استانبول
train,"['نب', 'ن', 'نیش', 'نیشا']",نیشابور
train,[''],مشهد
flight,"['', '', 'ق', 'قش']",قشم
flight,[''],اصفهان
bus,['تهران'],تهران
bus,"['ا', 'ار', 'ارد', 'اردب', 'اردبی', 'اردبیل']",اردبیل
bus,"['f', 'fv', 'f', '', 'ب', 'بر', 'برو']",بروجرد
flight,[''],بوشهر
flight,[''],عسلویه
bus,['مشهد'],مشهد
flight,[''],شیراز
bus,['مشهد'],مشهد
bus,[''],تهران
bus,[''],آستارا
flight,[''],مشهد
flight,[''],مشهد
bus,['تهران'],تهران
bus,[''],شاهرود
hotel,['بندرعباس'],بندرعباس
bus,['تهران'],تهران
bus,['مشهد'],مشهد
train,[''],تهران
bus,"['', 'ب']",بابل
hotel,['ایلام'],ایلام
bus,"['س', 'سب']",سبزوار
flight,[''],مشهد
bus,['مشهد'],مشهد
hotel,['طبس'],طبس
bus,"['', 'ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان']",اصفهان
bus,['بندرعباس'],بندرعباس
train,[''],مشهد
bus,"['', 'ر', 'رب', 'ربا', 'رباط', 'رباط ', 'رباط ک', 'رباط کر', 'رباط کری', 'رباط کریم', '', '']",تهران
train,[''],تهران
train,[''],مشهد
flight,['کرمان'],کرمان
train,[''],تهران
taxi,"['س', 'سن', 'سنن']",سنندج
taxi,['بابل'],بابل
bus,['تهران'],تهران
taxi,['تهران'],تهران
taxi,['شهرکرد'],شهرکرد
hotel,['شهرکرد'],تبریز
flight,[''],تهران
train,[''],تهران
flight,"['', 'ب', 'بن']",بندرعباس
hotel,['تبریز'],تبریز
bus,[''],شهرکرد
bus,['سنندج'],سنندج
hotel,['سنندج'],سنندج
bus,[''],کوهدشت
bus,[''],تبریز
flight,"['', 'ی', 'یز', 'یزد']",یزد
bus,[''],تهران
bus,[''],خرم آباد
bus,[''],اصفهان
flight,[''],بوشهر
bus,[''],تهران
flight,[''],ارومیه
bus,"['', 'بج', '', '', '', 'ب', 'بج']",بجنورد
train,[''],مشهد
bus,['تهران'],تهران
taxi,['تهران'],تهران
train,"['', 'م']",مشهد
flight,"['ق', 'قش', 'قشم']",قشم
train,[''],سیرجان
train,"['v', 'va']",رشت
bus,['تهران'],تهران
train,[''],مشهد
bus,['تهران'],تهران
hotel,['بجنورد'],بجنورد
train,"['', '', '', 'ت', 'تب', 'تبر']",تبریز
train,[''],تهران
bus,[''],اصفهان
train,[''],بندرعباس
bus,[''],تبریز
bus,"['', 'اهو']",اهواز
train,"['کر', 'کرما', 'کرمان']",کرمان
bus,['مشهد'],مشهد
flight,[''],مشهد
flight,[''],مشهد
flight,[''],کیش
flight,[''],اصفهان
flight,"['', 'م', 'مش', 'مشه', 'مشهد']",مشهد
bus,"['', '', 'برو']",بروجرد
train,"['', 'ب', 'بن', 'بند', 'بندر']",بندرعباس
bus,"['ن', 'نه']",نهاوند
bus,['بندرعباس'],بندرعباس
hotel,['بندرعباس'],بندرعباس
train,"['', 'دام']",دامغان
bus,['تهران'],تهران
flight,"['ا', 'ار', 'ارو']",ارومیه
ship,['بندر چابهار'],بندر چابهار
ship,['بندرلنگه'],بندر لنگه
bus,[''],اصفهان
train,[''],تبریز
ship,"['ت', 'ته', 'تهر', 'تهرا', 'تهر', 'ته', 'ت']",بندر ترکمن
bus,[''],تهران
flight,[''],تهران
bus,"['', 'مس', 'مسجد', 'مسجد ']",مسجدسلیمان
bus,"['ا', 'اه', 'اهو', 'اهوا']",اهواز
flight,[''],تبریز
flight,"['', 'م', 'مم', 'ممم', '', '']",مشهد
bus,[''],کوهدشت
train,"['', 'سبز']",سبزوار
hotel,"['', 'ب', 'با', 'باخ', 'باخت', 'باختر']",باختر
bus,"['', 'د', 'دژف', 'دژفو', 'دژفول', 'دفول', 'دزفول']",دزفول
train,"['ز', 'زنج']",زنجان
bus,"['', '', '']",مشهد
bus,[''],تهران
bus,[''],آبادان
bus,"['', 'گر', 'گرگ']",گرگان
train,[''],تهران
bus,['مشهد'],مشهد
bus,['دامغان'],دامغان
bus,[''],اصفهان
bus,[''],آباده
flight,[''],مشهد
train,"['', '', '']",مشهد
bus,[''],همدان
bus,['تهران'],تهران
ship,['بندر چابهار'],بندر چابهار
ship,['بندرلنگه'],بندر لنگه
bus,[''],آستارا
bus,[''],تهران
train,"['', 'ا', 'اص']",اصفهان
bus,"['', 'ب', 'بر', 'برو', 'بروج', 'بروجر', 'بروجرد']",بروجرد
bus,"['', '', '', 'ا', 'اب', 'ابا', 'اباد', 'ابادا']",آبادان
hotel,['گرگان'],گرگان
train,[''],تهران
train,[''],تهران
taxi,['کرج'],کرج
hotel,['کرج'],کرج
bus,[''],شیراز
bus,[''],بوشهر
bus,"['', 'مر']",مرند
bus,[''],تهران
bus,['مشهد'],مشهد
bus,[''],شیراز
train,"['', 'ت']",تهران
flight,"['', 'گچ']",گچساران
train,"['', 'س', 'سی', 'سیر']",سیرجان
bus,[''],تهران
bus,"['ق', 'قش']",قشم
flight,[''],مشهد
flight,"['ن', 'نج', 'نجف']",نجف
bus,[''],شهرکرد
flight,"['مشهد', 'مشهدپ', 'مشهد', '', 'بنور', 'بن', 'بندر']",بندرعباس
taxi,['سمنان'],سمنان
hotel,['سمنان'],سمنان
bus,['سمنان'],سمنان
flight,"['', '', '']",تهران
hotel,['تهران'],تهران
flight,[''],تهران
train,"['ر', 'رش', 'رشت']",رشت
train,"['', 'تهرا', 'تهران']",تهران
bus,"['', 'ت']",تبریز
bus,['مشهد'],مشهد
flight,[''],تهران
train,[''],بندرعباس
flight,[''],اصفهان
taxi,"['س', 'سا', 'سار', 'ساری']",ساری
train,"['', 'ک', 'کر', 'کرم', 'کرما', 'کرمان']",کرمان
hotel,['آبادان'],آبادان
train,"['', '', '']",تهران
train,[''],اهواز
flight,[''],عسلویه
ship,['بندر چابهار'],بندر چابهار
ship,['بندرلنگه'],بندر لنگه
bus,['تهران'],تهران
train,[''],تهران
train,[''],بندرعباس
flight,"['', 'تهرا', 'تهران']",تهران
flight,[''],چابهار
flight,[''],اهواز
train,"['H', 'Hk', 'H', '', 'آ', 'آن', 'آنک']",آنکارا
bus,[''],اصفهان
ship,[''],دبی
bus,['بوشهر'],بوشهر
hotel,['بوشهر'],بوشهر
train,[''],خرم دره
ship,['بندرلنگه'],بندر لنگه
ship,['بندر چابهار'],بندر چابهار
train,"['', 'اس', 'اسف', 'اسفر', 'اسفری', 'اسفرین', 'اسفری', 'اسفر', 'اسف', 'ا', 'اف', 'ا', 'اسف', 'اسفر', 'اسفرا', 'اسفرای', 'اسفراین', 'اسفراین ', 'اسفراین', 'اسفرای', 'اسفرا', 'اسفر', 'اسف', 'اس', 'ا', '', 'سب']",سبزوار
flight,"['کر', 'کرم']",کرمانشاه
bus,"['ج', 'جه']",جهرم
flight,['بندر'],بندرعباس
flight,[''],مشهد
hotel,"['', 'ت']",تهران
flight,[''],اصفهان
bus,[''],خرم آباد
hotel,['بندرعباس'],بندرعباس
bus,"['ب', 'بند']",بندرعباس
hotel,"['تر', 'ترب', 'تر', 'ت', '']",تهران
flight,"['', 'ا', 'ار', 'ارا', 'اراک']",اراک
train,[''],مشهد
train,"['', 'ك']",کرمان
flight,"['ک', 'کر']",کرمان
flight,[''],اصفهان
train,"['سرخس', '']",مشهد
train,[''],مشهد
flight,"['', 'ا', 'ار']",ارومیه
train,"['', 'ت', 'تر']",تربت حیدریه
train,[''],تهران
bus,['بندرعباس'],بندرعباس
hotel,['بندرعباس'],بندرعباس
train,['اند'],اندیمشک
flight,[''],اصفهان
flight,[''],مشهد
train,"['', 'ق', 'قم']",قم
train,[''],مشهد
bus,"['', 'ق', 'قز', 'قزوین', 'قزوین ', 'قزوین']",قزوین
flight,"['', 'ب', 'بن', 'بند']",بندرعباس
bus,['مشهد'],مشهد
flight,"['', 'ک', 'کی', 'کیش']",کیش
bus,"['س', 'سا', 'سار', 'ساری', 'سار', 'سا', 'س', '']",تهران
train,[''],زنجان
train,[''],تهران
flight,"['', 'د', 'دز']",دزفول
train,"['', '']",اندیمشک
bus,"['ا', 'ای', 'ایل', 'ایلا']",ایلام
train,[''],تهران
flight,[''],تهران
bus,"['ه', 'هم', 'همد', 'همدا', 'همدان']",همدان
flight,[''],اراک
bus,"['ت', 'تب', 'تبر', 'تبری', 'تبریز']",تبریز
flight,[''],تهران
train,[''],مشهد
train,[''],تهران
bus,[''],تهران
bus,[''],اصفهان
flight,"['', 'تهرا', 'تهران']",تهران
bus,"['', 'ت', 'تب', 'تبر']",تبریز
ship,"['م', 'مس', 'م', '', 'م', 'مس', 'مسق', 'مسقط', 'مسق', 'مس', 'م', '', 'چ', 'چا']",بندر چابهار
bus,['تبریز'],تبریز
hotel,['تبریز'],تبریز
bus,"['ج', 'جه']",جهرم
flight,"['تهران', 'تهرانم', 'ت', '', 'م', 'مش', 'مشه', 'مشهد']",مشهد
flight,[''],تهران
flight,"['', ';', '', 'ک', 'کر', 'کرم', 'کرما', 'کرمان']",کرمان
ship,[''],دبی
flight,"['ی', '', 'س', 'سا', 'سار', 'ساری']",ساری
bus,['مشهد'],مشهد
flight,[''],تبریز
bus,[''],تهران
bus,[''],شهرکرد
ship,"['', 'ب']",بندرعباس
bus,"['', 'خ', 'خو']",خوی
train,"['', 'قز']",قزوین
ship,"['م', 'مس', 'مسق', 'مسقط', 'مسق', 'مس', 'م', '', '', '', 'د']",دبی
flight,"['', 'ت']",تبریز
flight,"['', 'ت', 'ته', 'تهرا', 'تهران']",تهران
bus,"['ب', 'بر']",بروجرد
bus,['تهران'],تهران
flight,"['', 'ذ', 'ذر', 'ذ', '', 'ر', 'رف', 'رفس']",رفسنجان
train,"['', 'خر', 'خرم']",خرمشهر
flight,[''],اصفهان
flight,"['', 'تب', 'تبر', 'تبری', 'تبریز']",تبریز
flight,"['', 'بب', 'ببر', 'ببرج', 'ببرجن', 'ببرجند', '', '', 'بب', 'ب', 'بی']",بیرجند
train,"['', 'ت', 'تب', 'تبر', 'تبری', 'تبریز']",تبریز
train,[''],مشهد
train,"['', 'زن']",زنجان
bus,['مشهد'],مشهد
flight,"['', 'ت']",تهران
flight,"['', 'ک', 'کی', 'کیش']",کیش
bus,[''],تهران
bus,"['', 'ا', 'اص']",اصفهان
flight,"['', '', '']",مشهد
flight,[''],تهران
train,"['', 'اه', 'اهوا', 'اهواز']",اهواز
flight,[''],قشم
bus,['اصفهان'],اصفهان
taxi,['اصفهان'],اصفهان
flight,"['', '', '']",زاهدان
flight,[''],تهران
flight,"['م', 'مش', 'مشه', 'مشهد']",مشهد
bus,"['', '']",کرمانشاه
bus,[''],تهران
bus,['شیراز'],شیراز
bus,"['سبز', 'سبزوار']",سبزوار
bus,"['', 'ن', 'نو', 'نوش']",نوشهر
flight,"['', '']",کرمان
flight,"['', 'ش', 'شی']",شیراز
bus,[''],تهران
train,[''],تهران
train,"['', 'تبر']",تبریز
bus,"['ب', 'بی', 'بیر']",بیرجند
bus,"['تهران', '']",کرج
bus,"['ر', 'رش', 'رشت']",رشت
hotel,['اهواز'],اهواز
bus,"['کرج', '']",تهران
train,"['س', 'سع']",سعادتشهر
bus,"['م', 'مق', 'مقص', 'مقصد', '', 'م', 'مق', 'مقص', 'مقصد', 'مقص', 'مق', 'م', '', 'ز', 'زا', 'زاب', 'زابل']",زابل
flight,"['و', 'وو', 'و', 'وَ', 'وَن', 'وَنک', 'وَنکو', 'وَنکوو', 'وَنکوور', 'وَنکوو', 'وَنکو', 'وَنک', 'وَن', 'وَ', 'و', '', 'ا', 'اس', 'است', 'استا', 'است', 'اس', 'ا', '', '']",کلیولند
flight,[''],استانبول
flight,[''],اهواز
bus,['مشهد'],مشهد
taxi,['اصفهان'],اصفهان
bus,"['', 'گر', 'گرگ']",گرگان
bus,"['', 'بج']",بجنورد
flight,[''],اهواز
flight,[''],شیراز
flight,"['', '', '']",تهران
bus,['مشهد'],مشهد
bus,"['', 'د', 'دزف']",دزفول
bus,[''],عسلویه
train,"['', 'شی', 'شیرا', 'شیراز']",شیراز
ship,['بندر گز'],بندر گز
ship,['بندرعباس'],بندرعباس
train,[''],تهران
flight,"['', 'n', 'nf', 'nfd', 'nf', 'n', '']",تهران
bus,['تهران'],تهران
flight,"['د', 'دب', 'دبی']",دبی
flight,[''],چابهار
train,[''],تهران
flight,"['', 'c', 'ch']",زاهدان
bus,"['', 'م', 'مش', 'مشه', 'مشهد']",مشهد
taxi,['اصفهان'],اصفهان
bus,['زا'],زاهدان
bus,[''],رامهرمز
train,[''],مشهد
flight,"['', 'مشهد']",مشهد
bus,"['', 'م', 'ما']",ماهشهر
taxi,"['', ']', ']h', ']', '', 'چ', 'چا', 'چاب', 'چابه', 'چابها', '', '', 'چ', 'چا', '']",اصفهان
bus,"['', 'ا', 'اص', '', '', 'ا', 'اص']",اصفهان
flight,[''],اصفهان
flight,"['', '', '', 'ت', 'تر', 'ترا', 'تراب', 'ترابز', 'ترابزو', 'ترابزون']",ترابزون
flight,[''],تهران
flight,[''],تهران
flight,[''],اصفهان
flight,"['', 'ت', 'تبر', 'تبرب', 'تبر', 'تبری', 'تبریز']",تبریز
flight,[''],چابهار
flight,"['', 'ب', 'با', 'بان', 'بانک', 'بانکو', 'بانکوک']",بانکوک
train,[''],مشهد
flight,"['', 'ر', '', 'ز']",زاهدان
train,[''],تبریز
flight,"['', 'کیس', 'کی', 'کیش']",کیش
hotel,['اهواز'],اهواز
bus,['اهواز'],اهواز
flight,"['', '', '']",اصفهان
bus,"['ای', 'ا', 'اس', 'اسف', 'اسفر', 'اسفرت', 'اسفرتی', 'اسفرتین', 'اسفراین', '']",مشهد
bus,['تهران'],تهران
bus,['تهران'],تهران
flight,[''],زاهدان
flight,[''],تهران
flight,"['', '', '', '', 'س', 'سار', 'ساری']",ساری
bus,['مشهد'],مشهد
bus,['مشهد'],مشهد
bus,['تبریز'],تبریز
flight,"['', 'س', 'سی']",سیرجان
train,[''],مشهد
train,[''],سرخس
flight,"['ک', 'کر', 'کرم', 'کرما', 'کرمان']",کرمانشاه
bus,[''],گلپایگان
flight,[''],تهران
bus,[''],اصفهان
bus,"['ر', 'را', 'رام']",رامسر
taxi,['تهران'],تهران
flight,"['', 'بندر']",بندرعباس
flight,[''],تهران
bus,['تبریز'],تبریز
flight,['اصف'],اصفهان
hotel,['تبریز'],تبریز
bus,[''],گرگان
flight,[''],شیراز
bus,['تبریز'],تبریز
hotel,['تبریز'],تبریز
bus,"['جه', 'جهر', 'جهرم']",جهرم
bus,['بندرعباس'],بندرعباس
hotel,['رامسر'],رامسر
bus,"['', 'جه']",جهرم
bus,[''],جهرم
train,"['', 'ا', 'ار', 'ارو', 'اروم', 'ارومی', 'ارومیه']",ارومیه
train,[''],مشهد
bus,"['', 'ت', 'ته', 'تهر', 'تهرا', 'تهران']",تهران
train,[''],تهران
bus,[''],اصفهان
flight,[''],مشهد
bus,['ایلام'],ایلام
hotel,['ایلام'],ایلام
train,[''],اهواز
bus,"['', 'ی', 'یز']",یزد
train,[''],مشهد
train,[''],ارومیه
bus,['مشهد'],مشهد
train,[''],تبریز
train,[''],مشهد
flight,"['', 'ا', 'ای', 'ایر']",تهران
flight,"['ایرو', 'ایروا', 'ایروان', 'ایروان ']",ایروان
bus,['اصفهان'],اصفهان
train,['اه'],اهواز
train,[''],تبریز
ship,"['بن', 'بندر']",بندرعباس
flight,[''],کیش
flight,[''],تهران
flight,[''],تهران
flight,[''],کیش
flight,[''],یزد
ship,[''],بندرعباس
flight,[''],شیراز
flight,[''],تهران
hotel,[''],مشهد
bus,[''],تهران
train,[''],تهران
flight,[''],مشهد
ship,[''],دبی
flight,"['ت', 'تب', 'تبر']",تبریز
train,[''],اندیمشک
flight,[''],یزد
flight,[''],تهران
flight,"['', 'ب', 'بن', 'بند']",بندر لنگه
bus,"['', 'ا', 'ام', 'امی', 'امیر', 'امیر ', 'امیر آ', 'امیر آب', 'امیر آبا', 'امیر آباد', 'امیر آبا', 'امیر آب', 'امیر آ', 'امیر ', 'امیر', 'امی', 'ام', 'ا', '', 'ب', 'بن', 'بند', 'بندر', 'بند', 'بن', 'ب', '', 'ب', 'به', 'بهش', 'بهشه', 'بهشهر']",بهشهر
